Connected to Vehicle ECU Database
Automotive Telematics Gateway - Kafka Producer Ready
=== Automotive Telematics Gateway Started ===
Reading from Vehicle ECU Database...
Applying ISO 26262 Security Validation...
Streaming to Cloud Platform...
Processing 200 vehicle battery records...
Transmitted: NASA_BATTERY_2 - Health: 41.89%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 70.35%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 64.49%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 65%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 70.81%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 70.57%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 71.9%, Alert: CRITICAL
Transmitted: NASA_BATTERY_2 - Health: 67.73%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 66.27%, Alert: CRITICAL
Transmitted: NASA_BATTERY_2 - Health: 69.39%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 60.87%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 67.08%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 69.19%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 67.99%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 69.77%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 64.44%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 73.01%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 60.84%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 66.45%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 69.37%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 70.03%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 69.91%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 69.51%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 70.17%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 69.24%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 69.21%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 67.08%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 68.25%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 70.23%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 67.37%, Alert: CRITICAL
Transmitted: NASA_BATTERY_2 - Health: 66.47%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 67.98%, Alert: CRITICAL
Transmitted: NASA_BATTERY_2 - Health: 68.27%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 70.05%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 69.39%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 64.25%, Alert: CRITICAL
Transmitted: NASA_BATTERY_2 - Health: 69.94%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 69.49%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 67.58%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 64.74%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 76.17%, Alert: CRITICAL
Transmitted: NASA_BATTERY_2 - Health: 73.93%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 64.68%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 67.09%, Alert: CRITICAL
Transmitted: NASA_BATTERY_2 - Health: 64.41%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 64.2%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 64.66%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 67.31%, Alert: CRITICAL
Transmitted: NASA_BATTERY_2 - Health: 65.72%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 67.37%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 61.7%, Alert: CRITICAL
Transmitted: NASA_BATTERY_2 - Health: 67.06%, Alert: CRITICAL
Transmitted: NASA_BATTERY_2 - Health: 73.66%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 62.86%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 68.78%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 66.62%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 66.97%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 65.07%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 63.46%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 72.43%, Alert: CRITICAL
Transmitted: NASA_BATTERY_2 - Health: 65.17%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 67.4%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 69.34%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 61.47%, Alert: CRITICAL
Transmitted: NASA_BATTERY_2 - Health: 66.65%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 63.7%, Alert: CRITICAL
Transmitted: NASA_BATTERY_2 - Health: 62.74%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 69.45%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 66.08%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 67.36%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 70.56%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 71.25%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 67.23%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 64.64%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 69.23%, Alert: WARNING
Transmitted: NASA_BATTERY_2 - Health: 58.33%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 76.23%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.69%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.68%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 80.41%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 77.91%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.1%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 80.26%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 76.37%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.35%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.52%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.24%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.82%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.32%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 69.93%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 78.04%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.35%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.38%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 71.95%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.47%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.15%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.35%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.65%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.03%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.5%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.59%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.51%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.85%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.2%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.9%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.78%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.66%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.81%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.98%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.44%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.98%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 79.83%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 78.77%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.27%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.63%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.66%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 72.01%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 79.18%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 78%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.87%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.89%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 73.78%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 72.84%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 82.01%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 76.53%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 80.37%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 78.36%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.44%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.79%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.83%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.35%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.3%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.22%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.94%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.02%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.46%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.23%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.38%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.84%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.53%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.08%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.09%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.57%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.59%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.37%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 76.97%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.31%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.96%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.35%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.03%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 72.13%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 72.99%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.65%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.31%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.4%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.53%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.57%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.93%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.81%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.08%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 77.65%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.61%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.62%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.18%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 72.38%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 76.19%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.71%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.48%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.94%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 72.97%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.13%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 80.01%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 74.6%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.87%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.33%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.97%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.4%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.01%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 82.83%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 75.82%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.9%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.66%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 77.7%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.31%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.55%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.83%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.64%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.53%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.7%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.17%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.86%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.35%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 75.6%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 80.23%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 77.3%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 73.7%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.03%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.86%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.93%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 78.05%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.27%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 72.71%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 82.71%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 79.74%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.8%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.07%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 76.25%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 72.46%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.56%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.44%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.09%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.77%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.4%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 77.56%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 79.68%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.06%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.78%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 80.94%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 76.82%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.6%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.3%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.03%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 75.33%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.76%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.91%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 75.33%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.13%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.04%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.85%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.64%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.72%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.64%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 77.48%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 75.86%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.72%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.28%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.26%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.68%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.83%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.6%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.15%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.17%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.31%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.59%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.13%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.23%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.65%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.51%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.17%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.1%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.27%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 72.01%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.51%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.18%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 73.8%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 82.25%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 80.13%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 77.14%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.37%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 81%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 75.91%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 71.2%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 81.56%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 74.36%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.61%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.73%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.12%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.43%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 82.16%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 80.15%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 76.76%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.45%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 72%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.12%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.52%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.5%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 81.85%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 75.97%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.48%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.23%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.31%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.67%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.42%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.94%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.64%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 82.92%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 78.59%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 72.02%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.89%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 77.59%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.06%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.07%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 78.96%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 79.46%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 81.71%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 75.41%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.42%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.97%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 74.5%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.72%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.65%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 79.9%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.57%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.63%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.87%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.59%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 81.07%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 76.37%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.13%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.7%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.95%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.03%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 82.51%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 72.76%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.36%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.48%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.79%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.3%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.31%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.18%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.86%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.91%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.65%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.85%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 73.94%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 81.04%, Alert: HEALTHY
Transmitted: NASA_BATTERY_1 - Health: 79.52%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.07%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.96%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.47%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.99%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.26%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 81.75%, Alert: CRITICAL
Transmitted: NASA_BATTERY_1 - Health: 74.31%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.38%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.89%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 70.44%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 65.06%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.45%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.57%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.17%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.31%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.44%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 72.84%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.92%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.8%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.95%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 74.79%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.75%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.04%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.6%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.17%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.68%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.28%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.6%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.89%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 79.06%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.87%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 75.6%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 76.06%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.72%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.77%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.05%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.85%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 78.68%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 77.66%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 64.82%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 73.38%, Alert: WARNING
Transmitted: NASA_BATTERY_1 - Health: 66.21%, Alert: WARNING
